text,label
Bruce Rauner is of record that he will fully support the Trump candidacy. It's documented. It's available.,1
"Says a bill he vetoed to give driver licenses to certain immigrants known as Dreamers would have changed ""nothing.",0
"Barack Obama ""said in 2004 there was no difference between (Obama) and George Bush on the war.",0
We have had some significant accomplishments on a bipartisan basis.,1
"Barack Obama supported keeping troops in Iraq, but now he wants a ""precipitous withdrawal"" regardless of ""conditions on the ground"" or ""consequences of a defeat for the United States,"" an RNC radio ad.",0
"#Maharashtra government warns Swami Ramdev over the alleged COVID-19 cure.
#BurningQuestion #Breaking pic.twitter.com/tLNon5P4Lm",1
"Says if Texas abortion measure passes, ""someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.",0
"The difference between what I support and what you support, Vice President Biden, is that you require them to opt in (to a Medicare public option), and I would not require them to opt in. … They would automatically be enrolled. That's a big difference. … Are you forgetting what you said two minutes ago?",0
Big rooftop solar's plan forces Nevada families who don't have solar panels to pay higher power bills to subsidize rooftop solar.,0
"The COVID-19 vaccine is dangerous because 23 people died in Norway ""within hours"" of receiving it.",0
"The White House presented commemorative coins"" dedicated to Ukraine President Volodymyr Zelenskyy.",0
"In #India, COVID-19 has claimed 24 lives and infected over 980 people, according to data from the Health Ministry and State governments 

Click here for updates on Day 5 of the coronavirus #lockdown https://bit.ly/2UNiO8h ",1
"Obama ""voted against funding our troops.",0
 COVID-19 vaccine trial killed 7 children in Senegal.		,0
"You take Pulse nightclub. If you had one person in that room that could carry a gun and knew how to use it, it wouldn't have happened, or certainly to the extent that it did.",0
"They just happened to find 50,000 ballots (in the Georgia U.S. Senate runoff elections) late last night.",0
" If COVID-19 was a serious illness, it would have wiped out the homeless population in the U.S.		",0
"Says Democratic obstruction is the reason why ""many important positions in government are unfilled.",0
"Obamacare"" represents ""the largest tax increase in the history of the world.",0
@BernieSanders receives strong support from the conservative & most rural part of Vermont.,1
Forty-five percent of Americans went without needed care because of costs in 2007.,1
Preliminary study finds UK lockdown is slowing spread of COVID-19  https://reut.rs/2JwDYlK  pic.twitter.com/ZELdkKA4g8,1
"When people enter the service, there's not a mental health evaluation.",1
Black Lives Matter says it stands with Hamas terrorists in Israeli conflict.,0
"A single mother of two can't qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.",1
"California sends 440,000 ballots to ineligible voters.",0
 The Government publishes the deadline of the containment measures by COVID-19.		,0
 US President Donald Trump wanted to ruin Americans using coronavirus as a weapon. Thousands of people are protesting on the streets against that.		,0
"With six deaths caused by #Covid_19 out of the 69 cases of infection reported from the State, Gujarat is witnessing the highest fatality rate in the country https://bit.ly/3dC4asR ",1
I am the only senator who turned down the state pension plan for part-time legislators.,1
"Enacting the Right-to-Carry Act would amount to ""expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines.''",0
"Health care reform ""establishes a new board of federal bureaucrats (the 'Health Benefits Advisory Committee') to dictate the health plans that all individuals must purchase.",0
Vital drug for people with lupus running out after unproven Covid-19 link  https://www.theguardian.com/world/2020/mar/27/vital-drug-people-lupus-coronavirus-covid-19-link-hydroxychloroquine?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1585329371 ,1
Tammy Baldwin cosponsored legislation that wanted to establish the Department of Peace and Nonviolence.,1
"A facial recognition firm ""confirmed antifa infiltrated the Trump rally in D.C.",0
Owen in MA vs. Owen in RI … Advantage:Rhode Island.,1
It is estimated that more than 20 veterans die by suicide every day.,1
647 COVID-19 Cases In Last 2 Days Linked To Islamic Sect Meet In Delhi  https://www.ndtv.com/india-news/647-coronavirus-cases-found-in-last-two-days-linked-to-islamic-sect-gathering-in-delhi-says-governme-2205635  #NDTVNewsBeeps #Coronavirus #Nizamuddin pic.twitter.com/vjQsUhPtss,1
"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product.",1
"The Jan. 6 hearing ""was abruptly canceled after it was revealed that news networks would not be showing it.",0
"Twelve judges have thrown out legal challenges to the health care law because they rejected ""the notion that the health care law was unconstitutional.",0
"Miami-Dade has ""the nation's highest-rated tap water.",0
The Biden administration lost 20 million COVID vaccines.,0
"Florida's ""high school graduation rates continue to increase at the fastest rate in the nation, with Florida leading the nation in the rate of Hispanic graduates.",0
" Indian Army has set-up a 1,000 bed quarantine facility in Rajasthan's Barmer.		",0
Georgia residents file the most insurance claims for lightning strikes in the country.,1
"Video shows Kenya's president saying he will ""get rid of U.S. dollar.",0
"The House Republican health care ""plan doesn't get rid of Medicaid expansion.",0
"I brought down crime more than anyone in this country -- maybe in the history of this country -- while I was mayor of New York City."" -",0
"The number of active Covid-19 cases stood at 26,565, while 10,017 people have recovered and one patient has migrated, the ministry said.
#CoronavirusOutbreak https://www.indiatoday.in/india/story/india-coronavirus-total-cases-death-toll-recoveries-health-ministry-icmr-1673758-2020-05-02 ",1
Hospitals in areas experiencing a surge of coronavirus patients are struggling to maintain supplies of antibiotics and sedatives needed for patients on ventilators and other drugs produced in countries where covid-19 has shuttered or curbed manufacturing.  https://wapo.st/2VqVrkY ,1
"51 workers catch Covid-19 at KFC and M&S meat plant in Anglesey

 https://bbc.in/2UWHZ91 ",1
" The news media has tried to pass off one man's death, attributed to complications from COVID-19, as two separate cases.		",0
"If Gov. Rick Scott activates ""the National Guard in anticipation of a federal disaster, the state's costs, including the costs to recall any furloughed guardsmen, will be fully reimbursable by FEMA.",0
We have cut taxes more than 40 times in four years.,0
 Opening ceremony of 2012 London Olympics was a projection of coronavirus pandemic. The hospital beds apperaing on the scene during the opening show and Boris Johnson in a hospital bed prove that the spread of the disease was planned in advance.		,0
"A Republican-sponsored Wisconsin mining bill ""will take at least seven years to create jobs.",0
"Says Jeb Bush ""happens to be where a majority"" of Republican voters are on giving legal status to illegal immigrants.",1
"The Council of Scientific and Industrial Research (CSIR) has said it will allow firms that use its intellectual property to manufacture items for containing COVID-19.
#CSIR #COVID19 https://trib.al/vE6LVBo ",1
Hate speech is not protected by the first amendment.,0
"When we say 'one vote matters,' it's not just a saying – it has proven true 141 times in #Ohio over the last five years.",1
 Prime Minister Narendra Modi announced a 14-hour curfew as the virus lives for 12 hours on surfaces.		,0
Wisconsin lost over 600 farms last year & our farmers can't afford the #TrumpShutdown.,1
Sen. McConnell offered a fully paid two-month extension of unemployment insurance.,1
Biden is currently sending more military equipment to our neighborhoods than Trump did.,0
"Says Sen. Kamala Harris said Democrats are ""coming for"" Trump supporters if they win the White House in 2020.",0
"Photo shows people protesting the 2020 election in Washington D.C. on Jan. 5, 2021.",0
"Says Donald Trump ""hasn't broken his promise"" to release his tax returns.",0
"Virginia Democrats recently enforced voter ID rules that were ""considerably more stringent than those contained in the state law they denounce.",0
State Forces Citizens to Pay for 'Stargazing Permit' to View Night Sky in Public Parks,0
Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.',0
Schumer and Pelosi sneak funding into COVID bill.,0
"Says Donald Trump ""has the second-highest disapproval ratings of anyone running for president.",0
" Says 80% of novel coronavirus cases are ""mild.""		",0
 Nicotine protects from COVID-19.		,0
"To fight #Covid_19 virus, our main force lies with the State and the District level. My suggestion is that the level should be bottom up and not top down. PM should empower the CMs and district level authorities: #RahulGandhi",1
 Video of President Donald Trump announcing that Roche Medical Company will launch the vaccine for COVID-19 next Sunday.		,0
"If you take the vaccine, you'll be enrolled in a pharmacovigilance tracking system. It means that you've enrolled yourself in a medical trial.",0
"""No evidence"" that recovered COVID-19 patients cannot be reinfected: WHO  https://uk.reuters.com/article/us-health-coronavirus-who-idUKKCN2270FB?taid=5ea435b3e153850001937a67&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/zou0dKNM9l",1
Evidence shows Zika virus turns fetus brains to liquid.,0
"Says David Clarke reduced the number of Milwaukee County sheriff's deputies ""from about 700 and something to 300 and something.",0
10 Pak players #Covid positive but #Pakistan to tour UK.  @BoriaMajumdar has the latest details. #ITVideo pic.twitter.com/XCK8M89NNH,1
 A NYC Man With Suspected coronavirus Drops Dead in the Middle of the Street.		,0
"The Republican Party ""fought very hard in the '60s to get the civil rights bill passed, as well as the voting rights bill.",1
"Says Abraham Lincoln said, ""America will never be destroyed from the outside. If we lose our freedoms it will be because we have destroyed ourselves from within.",0
"Indian markets fell sharply after a weak opening on Monday as the Covid-19 economic revival package announced by the government left investors unimpressed.
#Business #StockMarket https://www.indiatoday.in/business/story/india-share-market-sensex-nifty-slump-investors-disappointed-economic-relief-package-1679101-2020-05-18 ",1
"After the debate that we had last week, PolitiFact came out and said that everything I said was true.",0
"Says Ronald Reagan ""was behind in the polls in 1980 going into the debate with Jimmy Carter and then turned around 10 days later and won 40 states.",0
 These at-home coronavirus testing kits are real.		,0
"Biden failed to condemn far-left violent groups like Antifa, instead faulting only the brave men and women of law enforcement.",0
 Japanese Nobel Tasuku Honjo says coronavirus was created in the Wuhan laboratory		,0
"Under the new health care law, ""all real estate transactions will be subject to a 3.8% Sales Tax",0
Barack Hussein Obama will ... force local authorities to allow Occupy protesters to live in parks.,0
"If Trump is impeached in the house & not senate, he can run 2 more times.",0
" A photo shows Gov. Gretchen Whitmer ""on Mackinaw Island today ignoring mask and social distancing rules.""		",0
" A military Humvee labeled ""COVID-19 quarantine team"" was on Interstate 696 in Michigan.		",0
Says Joe Exotic was pardoned.,0
Qataris don't really work.,0
"Says Joe Biden ""wants American farmers to put their farmland into Gvt 'land banks.' Gvt would then tell farmers what 'sustainable' plants they could grow.",0
"Says Jacky Rosen promised ""to repeal middle-class tax cut.",0
"South Carolina has a labor shortage, specifically in the meatpacking industry.",1
Drone technology now allows an individual to be recorded in their homes by drones as small as birds and immediately uploaded to the internet.,1
"The Democrats' health care bill ""gives a new Health Choices Commissioner the right to look at an individual's tax return to determine what medical benefits or subsidies that person qualifies for.",0
"If Obamacare is fully implemented, 30 million people will still be without health insurance.",1
"Says Dave Brat ""voted against protecting pre-existing conditions.",0
"Says ""Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. He'll cut deals.",0
We have four combat-ready brigades out of 40 in the U.S. Army.,0
Revealed: Dominic Cummings on secret scientific advisory group for Covid-19  https://www.theguardian.com/world/2020/apr/24/revealed-dominic-cummings-on-secret-scientific-advisory-group-for-covid-19?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1587750210 ,1
"When Jim Doyle was governor and Mary Burke was commerce secretary,"" Wisconsin saw ""billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.",0
"Amid the COVID-19 outbreak, ""Minnesota now has the highest unemployment rate in U.S. history.",0
"Says Jim Renacci ""opposed increasing combat bonuses for our troops.",0
"Lois Frankel ""spent over $13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet.",0
Spending of government money is 17 percent less than it was a decade ago.,1
 Indian economist Raghuram Rajan  commented in a webinar for the IMF on India's situation regarding COVID-19		,0
"Says U.S. Senate rival Tammy Baldwin wants a ""completely government-controlled"" health care system that goes ""far beyond 'Obamacare'"" and is ""a Medicare system for all.",1
We have the second highest corporate tax rate among our trading partners.,1
"The North Carolina bathroom bill ""was really never repealed.",0
"Rep. Alexandria Ocasio-Cortez ""faces 5 Years in Jail For FEC Crimes.",0
I am the only member of Congress that voted for both inquiries -- the Clinton inquiry and now the Trump inquiry.,1
UK military planners drafted in to help feed vulnerable in Covid-19 outbreak  https://www.theguardian.com/world/2020/mar/21/uk-military-planners-drafted-in-to-help-feed-vulnerable-in-covid-19-outbreak?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1584872114 ,1
"If out-of-state drivers paid gas tax, they would contribute $73 million to fix our roads",1
 The WHO changed its mind about masks and now says that they can increase the risk of infection.		,0
" ""States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren't related to this crisis.""		",0
Milwaukee's hotels and restaurants are already filled during the summer. The RNC convention will simply replace those who normally visit our city.,0
" French professor Didier Raoult, big defender of chloroquine treatment, insulted ex-European MP Daniel Cohn-Bendit, after Cohn-Bendit criticized his scientific work.		",0
"John McCain and George Bush have ""absolutely no plan for universal health care.",1
"In Afghanistan, ""it is very, very rare that someone who is killed in action is not killed by an"" improvised explosive device, or IED.",0
"Even with full control of the House, Senate and White House, Republicans have still failed to deliver on their promise of higher wages for working families.",0
"Arizona is spending ""less on a per-capita basis than every single state in this country in higher education.",1
First trial for potential Covid-19 drug shows it has no effect  https://www.theguardian.com/world/2020/apr/23/high-hopes-drug-for-covid-19-treatment-failed-in-full-trial?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1587672956 ,1
Liberal out-of-state special interests are spending millions on 5 and 6 to change the way Florida draws its congressional and legislative districts.,0
" ""THE CHINESE HAVE BEGUN TO USE THEIR HUMAN CORPSE TO PROCESS INTO PRODUCTS SUCH AS CORNED BEEF TO SHIP TO AFRICA. Please share with your contacts. Very important""		",0
Says Allen West violated federal law by scuba diving with U.S. flag.,0
"The ""priorities"" of more than three-quarters of Americans are to increase the minimum wage, create a path to citizenship for illegal immigrants, and require background checks for gun buyers.",0
Allegiant Air is rewarding everyone with 2 free plane tickets to celebrate April Aviation Week!,0
"Says she debated her opponent ""multiple times.",0
"Right-to-work states ""have higher rates of income growth.",0
"The majority of people in polls do ""not support Obamacare.",0
"The Affordable Care Act ""basically puts a penalty or a tax on employers for every new job they create.",0
"Says during George W. Bush's administration ""we were losing millions of jobs per month,"" while under Barack Obama we have ""three years of gaining hundreds of thousands of jobs per month.",0
"It is the vaccinated, NOT the unvaccinated, spreading mutant variants.",0
"In slashing $1.7 billion from Social Security, ""Rep. Jim Renacci may end up forcing the entire agency to ... shut down for a month, causing seniors to not get their benefits on time, halting claims processing, and forcing new retirees and disabled workers into a backlog.",0
"Betty Sutton ""gutted Medicare by $500 billion"" with her vote for the president's health care bill.",0
Bill Gates Outlines 2018 Plan To Depopulate The Planet.,0
"Says ""Mike DeWine wanted to allow insurance companies to refuse to pay for pre-existing conditions.",0
"Says Bernie Sanders ""was against the auto bailout"" and ""voted against the money that ended up saving the auto industry.",0
 Video shows migrants staying in quarantine facilities in India refused to eat the food because it was cooked by a Dalit woman (low-caste group).		,0
"Says Beto O'Rourke is ""the only candidate to the U.S. Senate to call for"" impeaching President Donald Trump.",0
[The state ethics commission] took absolutely the same percent of cuts as most other state agencies. … They were somewhere in the 7 percent range – same as the governor's office.,1
The Republicans have demanded deep cuts in education. They've demanded cuts in cancer research and other research to find cures and treatments to diseases.,1
System 'Glitch' ... In Wisconsin - Reversal of Swapped Votes Removes Lead from Joe Biden.,0
"Banerjee's sharp comments came after the governor shot off two letters to the chief minister last week amid the clash between the Raj Bhavan and Nabanna in the wake of the state's response to COVID-19 outbreak.
#CoronavirusOutbreak https://www.indiatoday.in/india/story/intimidating-abusive-mamata-hits-out-at-guv-as-nabanna-vs-raj-bhavan-tension-escalates-1673772-2020-05-02 ",1
Perspective: My grandfather died of covid-19. More empathy from everyone may have prevented such deaths in this pandemic.  https://wapo.st/3fcmrxQ ,1
"Photos show ""diesel generators"" at the COP26 climate change conference.",0
 Tonic water and zinc will kill COVID-19.		,0
One in 10 babies born in this country is born in Texas.,1
Roche test receives FDA emergency use approval for COVID-19 patients  https://reut.rs/307qsOQ  pic.twitter.com/vjfCIETaFI,1
"Says Mitt Romney said he does not ""line up with the NRA.",1
"The Department of Justice, under the Obama administration, disagrees with the decision"" Judge Sotomayor made in the Ricci vs. DeStefano case.",0
"Says that as a U.S. senator, Scott Brown ""delivered for Wall Street, saving big banks $19 billion in taxes.",0
"Student loan forgiveness is ""passed. I got it passed by a vote or two. And it's in effect.",0
"On immigration, ""the president said 22 times, 22 times, that he couldn't do what he eventually did.",1
Coronavirus live news: UK to open temporary Covid-19 hospital as Wuhan warned to be vigilant  https://www.theguardian.com/world/live/2020/apr/03/coronavirus-update-live-news-usa-uk-spain-italy-china-who-middle-east-spike-world-global-cases-latest-updates?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1585873580 ,1
 Migrants are defying lockdown and have taken to Ahmedabad's streets in India.		,0
"There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia.",1
The premiums on Medicare's prescription drug program have fallen almost every year since it began.,0
Says taxes paid by the poorest residents of Texas are above the national average.,1
"Church services can't resume until we're all vaccinated, says Bill Gates.",0
 There is science behind Indian Prime minister Modi's 5 p.m. clapping initiative,0
"In the past four years, (the U.S. Senate) has only passed nine out of 48 appropriation bills.",1
Coronavirus: Thousands of cancer ops at 'Covid-free' hubs  https://bbc.in/3bNKD7t ,1
Obamacare (hit) Americans with over $500 billion in new taxes.,0
"On April 24, govt released a chart predicting zero new #Covid_19 case by May 16. But on May 16, India reported 4,987 new cases. What went wrong with the prediction? | @mukeshrawat705
 https://www.indiatoday.in/news-analysis/story/health-ministry-covid19-pandemic-case-prediction-graph-1678917-2020-05-17 ",1
A child born in America today will inherit $1.5 million in debt the moment they're placed in their mother's arms.,1
"Nevada Republicans ""didn't do one single thing to cut spending"" in 2015.",0
"We have ten different tax brackets and if you're making $9,000, you're already in the top tax bracket.",0
"At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic.",0
"The #IRCTC's base kitchens have been made nodal points for the distribution of free food to the poor and underprivileged.
#IndiaFightsCorona #COVID__19 https://www.indiatoday.in/india/story/coronavirus-pandemic-india-railways-distributes-over-million-food-plates-to-needy-1666122-2020-04-12 ",1
"Holding up a BlackBerry, McCain campaign adviser says, ""you're looking at the miracle John McCain helped create.",0
"The most private question on this year's form asks for an individual's race, and that question has been asked by every census since the 1790 census conducted under then-President George Washington.",1
"Says that at a campaign rally President Barack Obama ""spent so much time screaming at a protester, and frankly it was a disgrace.",0
March 2022 moon crash was orchestrated by the government and visible from Earth.,0
Immigrants are responsible for 96 percent of our small biz growth since 2000.,0
"One international flight a day in a wide-bodied jet ... one flight daily generates $150 million a year and approximately 2,300 jobs.",0
"Under President Barack Obama, ""8.3 (million) fewer Americans are working today than there were four years ago.",0
 Video shows the first infected patient of COVID-19 at Dhanbad Hospital.		,0
"The Washington Times ... pointed out that we had succeeded where previous administrations had failed"" on spending cuts.",1
Coag is no more': national cabinet here to stay with focus on post-Covid job creation  https://www.theguardian.com/australia-news/2020/may/29/coag-is-no-more-national-cabinet-here-to-stay-with-focus-on-post-covid-job-creation?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1590800217 ,1
"In Texas, ""we've had three ISIS-related incidents already.",0
 Migrant workers travelling in special shramik trains are wasting food.		,0
Kirstie Alley faked her death.,0
 All Indians living in the USA on H1-B visa will be deported back to India in 60 days.		,0
The four big meat packers are raking in record profits … ,1
The Russian army has surrendered in Donetsk!,0
"Forty percent of illegal immigrants are ""people coming legally on visas and overstaying their visas.",1
We cut a record $15 billion from our state budget.,0
"A study ""showed that over 1 million people in North Carolina have now been exposed to the virus.",0
"Scotland's ""test and protect"" scheme will start on Thursday, meaning anyone with Covid-19 symptoms should take ""immediate steps"" to be tested  https://bbc.in/2M1HW7g ",1
" ""Rivers in Oklahoma are full of catfish carrying the virus.""		",0
Sarah Palin Calls To Boycott Mall Of America Because 'Santa Was Always White In The Bible.',0
"Says ""Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.",0
"Poll results from the past 35 years show that State of the Union speeches ""do not move"" presidential approval numbers.",1
This is a phony pandemic.,0
This is the 911 call placed by the migrants trapped in the truck found in San Antonio.,0
"GEORGIA ROADWAY FATALITIES THIS YEAR: 59
PLEASE DRIVE SAFELY",1
Health insurance companies' costs are only 4 percent of all health care spending.,1
"Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate ""faulty advice.",0
The Cleveland police has issued a stand down order to officers.,0
 A photo of COVID-19 patients lying on beds in an isolation ward in Pakistan.		,0
NEW INFO SAYS KOBE BRYANT AND ALL 4 OF HIS DAUGHTER HAVE DIED FROM HELICOPTER CRASH.,0
"The president has said the national security threat facing America, the top one, is global warming.",0
 A TV news screenshot says the home ministry of India has indicated that the country will be under lockdown after 15 June.		,0
Discretionary spending went up 84 percent in the last two years,0
The gunman at Greenwood Park Mall was a CIA asset.,0
"Video shows Elon Musk endorsing ""an anti-aging remedy.",0
"Georgia mosque keeps Hurricane Harvey donations, will send to Syrian refugees instead",0
"Says Ron Johnson ""helped companies ship jobs overseas.",0
"Some states are only getting 50 tests per day, and the Utah Jazz got 58.",1
"Trump signed a bill ""to clean millions of tons of garbage from world's oceans.",0
" Video shows migrant workers raising ""long live Pakistan"" slogans when returning their home state during lockdown.		",0
"If you were in the military before 2002 you get an additional $1,200 a year, ($100 per month) in Social Security. But you have to ask for it and almost no one knows about it.",0
Police say there is a suspected serial killer in Baton Rouge.,0
"Says there won't be a recount in Alabama because a Democratic judge said ""we're going to erase all the computer files ... on Wednesday morning.",0
BREAKING: Nancy Pelosi to resign after new revelations.,0
"All Missouri businesses can open Monday, May 4, under our new Order as long as new guidelines are followed.",0
"The decision for the United States to buy heavy water from Iran ""will directly subsidize Iran's nuclear program.",0
"In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.",0
"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",1
We spent $3-million of your money to study the DNA of bears.,1
"Women still do not get paid as much as men, even ""for the same work, period.",0
" Japan's Nobel Prize winning Professor of Medicine, Professor Dr Tasuku Honjo has claimed that the coronavirus is not natural and that China manufactured it.		",0
"Noting that the outbreak of COVID-19 pandemic has impacted 2 million seafarers worldwide, the government has extended the validity of Continuous Discharge Certificate (CDC) for seamen for six months.
#COVID19 #seafarers https://trib.al/s8YtNfC ",1
"When Winston Churchill was asked to cut arts funding in favour of the war effort, he simply replied, 'then what are we fighting for?'",0
"The Alternative Minimum Tax was never intended to hit people in middle income, upper middle income. It was meant for people who are rich and evading taxes.",1
"Quotes Thomas Homer-Dixon as saying a windmill will ""never generate as much energy as was invested building it.",0
Canada prohibits all vaxxed pilots from flying.,0
"Says President Donald Trump ""signs a visa-free travel policy"" for Ghana and Malawi.",0
"Says Gov. Scott Walker's budget ""includes tax breaks for corporations and the rich that will cost the state of Wisconsin taxpayers $2.3 billion over the next decade.",0
The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.,1
"Brazil's President Bolsonaro must 'drastically change course' on Covid-19, says The Lancet  https://www.theguardian.com/world/2020/may/09/brazils-president-bolsonaro-must-drastically-change-course-on-covid-19-says-the-lancet?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1588997954 ",1
"Social Security, like I told you, is out of money. This year it is borrowing from the general treasury.",0
"Says ""Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.",0
Today 46 percent of all Floridians owe more on their home than it is worth.,1
